Feature_name,mean_mae,sd,rank,mean_within_mae,within_sd,within_rank
wavelet-LLH_firstorder_Energy,9.668321195294438e-18,2.47458163150324e-17,1,7.980554048291396e-18,2.0380468027822832e-17,1
wavelet-LLH_firstorder_TotalEnergy,7.661102163341607e-18,1.813541289899605e-17,1,6.209450942846961e-18,1.4634689730886308e-17,1
wavelet-LHH_firstorder_Energy,0,0,1,0,0,1
wavelet-LHH_firstorder_TotalEnergy,0,0,1,0,0,1
wavelet-HLH_firstorder_Energy,0,0,1,0,0,1
wavelet-HLH_firstorder_TotalEnergy,0,0,1,0,0,1
wavelet-HHH_firstorder_Energy,0,0,1,0,0,1
wavelet-HHH_firstorder_TotalEnergy,0,0,1,0,0,1
wavelet-HHH_gldm_GrayLevelNonUniformity,0.02238924505066023,0.01083723089056278,3,0.022592672176029185,0.011215217490220352,4
original_firstorder_Energy,0.059841281256337794,0.07368483558301998,6,0.03136865264840079,0.015974120035746824,5
original_firstorder_TotalEnergy,0.059841281256337794,0.07368483558302,5,0.03136865264840079,0.015974120035746824,5
wavelet-LHL_firstorder_TotalEnergy,0.06780582159082144,0.03853874136265362,12,0.06175453317953616,0.035836135919756595,17
wavelet-LHL_firstorder_Energy,0.06780582159082144,0.03853874136265361,11,0.06175453317953615,0.03583613591975658,17
wavelet-LLL_firstorder_Energy,0.09448648607357052,0.12908599574601276,12,0.04532636458780339,0.031076759339325768,9
wavelet-LLL_firstorder_TotalEnergy,0.09448648607357052,0.12908599574601276,12,0.04532636458780339,0.031076759339325764,9
wavelet-HHL_firstorder_Energy,0.050641116172352445,0.03340668061655608,6,0.03140029515158032,0.015878738424740784,5
wavelet-HHL_firstorder_TotalEnergy,0.050641116172352445,0.03340668061655607,6,0.03140029515158032,0.015878738424740788,6
wavelet-HLL_firstorder_TotalEnergy,0.10011563297480368,0.09111714947008806,17,0.07762790530712355,0.05177117151597558,24
wavelet-HLL_firstorder_Energy,0.10011563297480368,0.09111714947008806,16,0.07762790530712353,0.0517711715159756,25
wavelet-LLL_firstorder_Mean,0.25470329038140893,0.9326460279670974,21,0.0668521505464185,0.05090753436747641,14
wavelet-LLL_firstorder_RootMeanSquared,0.2377772550747288,0.8270413190200944,22,0.06346307838437494,0.040884914732437924,13
original_firstorder_Mean,0.35584323336454876,1.5445300269416136,20,0.07274175899608364,0.06726467714153583,16
wavelet-HLL_firstorder_RootMeanSquared,0.12626381346048804,0.18357071940434902,19,0.08586232788368485,0.07184323625172451,25
original_firstorder_RootMeanSquared,0.32663167651186015,1.3871037604413456,17,0.07155982338924273,0.06170755054938045,15
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.17002681592666333,0.09719564144284285,92,0.16117922783646757,0.09670667587863462,147
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.1596789700921231,0.07261775498016541,65,0.14724587988453283,0.07170032379377049,105
wavelet-LLH_firstorder_Mean,0.20908291004403662,0.38955479597352144,61,0.12737613800763598,0.07742341929745135,73
wavelet-HLL_firstorder_Mean,0.1263560984390798,0.10556881080489015,34,0.09388068425477511,0.08080578864364173,30
wavelet-LLH_glcm_Autocorrelation,0.21675598473551655,0.1365432627069415,141,0.20672078239568342,0.1333164278468177,232
wavelet-LLL_firstorder_Median,0.21347765504996605,0.6230960080602325,27,0.09058545653836156,0.079850005830248,29
original_firstorder_Median,0.6330280745765894,3.0440973384984633,26,0.12570668241746438,0.18686791410659245,32
wavelet-LLH_glcm_JointAverage,0.217752078947639,0.14618985924675137,125,0.2078032693991997,0.1422788313063667,213
wavelet-LLH_gldm_LowGrayLevelEmphasis,0.21243291869973416,0.13744437698328518,129,0.20289241456873972,0.13385770421742155,210
wavelet-LLH_gldm_HighGrayLevelEmphasis,0.21243291869973413,0.1374443769832851,129,0.20289241456873972,0.1338577042174215,210
wavelet-LLL_glcm_DifferenceVariance,0.14434973550047375,0.16043970449838835,34,0.0868128648268029,0.060689751012350315,32
wavelet-LLH_glcm_ClusterShade,0.3114478652986829,0.26220999537996087,195,0.28144229667240517,0.21044563132364424,261
wavelet-LHH_gldm_GrayLevelNonUniformity,0.13879192210320324,0.09570155871396441,42,0.11022496792473895,0.062352250971432883,58
wavelet-LLL_glcm_Correlation,0.14433967765358818,0.06500075199655972,57,0.138249317522334,0.060367113653605364,111
wavelet-LLH_glrlm_RunEntropy,0.20125787024203648,0.07754121684745312,130,0.1896760131369592,0.06626407513312813,242
wavelet-LLL_firstorder_90Percentile,0.1884453763492782,0.33247739281293326,58,0.10976635269797633,0.046316367409865875,73
wavelet-LLH_firstorder_Median,0.22682355568721102,0.42405134796797134,63,0.14712990037540838,0.10501748910383428,99
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.2727899550415957,0.1387094898764468,198,0.2537909769225293,0.13199244720758835,304
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.22780370341197131,0.11987879488072821,186,0.21665071770742747,0.11961783346757947,235
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,0.22780370341197134,0.1198787948807282,186,0.2166507177074275,0.11961783346757944,235
wavelet-LLH_firstorder_90Percentile,0.25122909933305765,0.24115872347282125,135,0.20194104615991376,0.08262684385454798,198
wavelet-LLH_glcm_Imc1,0.3291278757132848,0.16895400543613925,348,0.3208947068991834,0.16660102322949846,440
wavelet-LLL_glcm_Contrast,0.13120763480536388,0.19625108301819028,21,0.07485256933067727,0.061935587162740016,21
wavelet-HHH_glrlm_GrayLevelNonUniformity,0.13362026119875298,0.047865044799904805,49,0.11626717524842567,0.039460901624132065,74
wavelet-LLL_firstorder_10Percentile,0.39308088205408914,1.3100503604187768,60,0.13915504053032507,0.1568089854464413,65
wavelet-LLH_glrlm_LongRunEmphasis,0.125218750395489,0.039394045909686176,45,0.10871332178005738,0.03059132440799862,62
wavelet-LLH_gldm_GrayLevelNonUniformity,0.0994961017323003,0.03590303870767514,31,0.08654188648356516,0.024033519836809868,44
wavelet-LLH_glcm_ClusterTendency,0.29511612371817014,0.24261624346431898,156,0.25947145527002774,0.1949386009761557,243
wavelet-LLL_glcm_ClusterTendency,0.15751705722928033,0.20952339017291055,44,0.114512935798986,0.053021619977499525,71
wavelet-LLL_firstorder_Variance,0.14067859620347506,0.179920606515483,35,0.0941808374406919,0.04233425865148679,44
wavelet-LLL_gldm_GrayLevelVariance,0.140721459176393,0.17898953430798006,34,0.09437187104054302,0.04229307427461538,45
wavelet-LLL_glrlm_GrayLevelVariance,0.14983083864175387,0.22106864866958623,37,0.09749842360421593,0.04613892960847627,47
wavelet-LLH_glcm_Correlation,0.2944570362692416,0.11757229935830447,328,0.2898986611664961,0.12279854820600486,413
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.1687002315119151,0.07005019119765073,86,0.15813326734135927,0.055411270461409375,161
wavelet-LLH_glcm_Imc2,0.34172216141425765,0.21260149813132337,324,0.3232109578653608,0.18120359185268683,418
wavelet-LLL_firstorder_MeanAbsoluteDeviation,0.1285979401119527,0.10577184238935561,40,0.09776358389063129,0.04178257670975485,46
wavelet-LLH_gldm_LargeDependenceEmphasis,0.11959285113363456,0.04301491563734418,47,0.10404818693378559,0.029602360232832355,74
wavelet-LLH_glcm_ClusterProminence,0.33528997831530355,0.31336453799545894,205,0.29931855596274537,0.24486009655156266,247
wavelet-LLH_glrlm_RunPercentage,0.13858902561411612,0.04859383573685802,65,0.12155404638249608,0.03404785562020544,96
wavelet-HHH_ngtdm_Strength,0.16171991831567406,0.04522528681620843,98,0.14387276697171647,0.04238383848359864,143
wavelet-LLL_glcm_Imc2,0.15681524871847108,0.08738034493568698,72,0.12624262766918537,0.048846340236943564,82
wavelet-HHH_ngtdm_Coarseness,0.16224262620127222,0.04550961337365577,99,0.14440318371788113,0.04263063856182109,143
wavelet-LLL_glcm_SumSquares,0.13437996703374328,0.16225535509116343,35,0.09149962836440045,0.04209403067538186,40
wavelet-LLL_glszm_GrayLevelVariance,0.1903011993334933,0.3779534908122196,50,0.1180159251998461,0.0760396178926957,75
wavelet-LLH_glcm_SumSquares,0.2838543451827793,0.2260878205794724,158,0.24719410967193003,0.18558515567863837,192
wavelet-LLH_glrlm_RunVariance,0.1299303877656096,0.05478871480479131,55,0.11106058436952856,0.03593824963563514,73
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.18167856617139572,0.09829228722527406,100,0.17510026858268485,0.10071640230822723,173
wavelet-LLH_gldm_DependenceEntropy,0.25566639920425527,0.1058435297398599,208,0.23336399937872865,0.09450119166495466,281
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.3652138654124415,0.14624140251339438,387,0.35745283800414407,0.14670708214240374,523
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,0.3652138654124415,0.14624140251339443,387,0.3574528380041441,0.14670708214240383,523
wavelet-LHL_firstorder_RootMeanSquared,0.15383696156049584,0.16785786198471872,45,0.12794055459220477,0.12206892434180548,69
wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,0.15065682223673574,0.07750478811515107,63,0.12590600772432042,0.048296391864255946,89
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.20804120126645684,0.10954850109374631,146,0.19716803754490855,0.10505927757589241,194
wavelet-LLL_glcm_DifferenceAverage,0.12262377069713501,0.14073148338809038,23,0.07058337800982722,0.039288736196374824,22
wavelet-LLL_glcm_DifferenceEntropy,0.1647408633482701,0.0961819366930719,70,0.10927018384301347,0.04861677107207434,56
wavelet-LHL_firstorder_Mean,0.14039441937943997,0.10755115782267176,46,0.12600209059257492,0.11129422086386172,70
wavelet-LLH_gldm_GrayLevelVariance,0.27578217406518635,0.218760312877276,146,0.24116879233813018,0.18007684669332388,183
wavelet-LLH_firstorder_Uniformity,0.27578217406518635,0.21876031287727601,146,0.24116879233813018,0.18007684669332388,183
wavelet-LLL_glcm_Imc1,0.18341070968123482,0.18883265660622153,76,0.1444189240590483,0.048855495718419246,108
original_glszm_LargeAreaLowGrayLevelEmphasis,0.277443468383092,0.14934260155214216,221,0.20596077862353088,0.15553444553841378,196
wavelet-LLH_glrlm_ShortRunEmphasis,0.22165202584189625,0.1499623542294153,109,0.2032481585204117,0.1381986513788721,163
wavelet-LLH_firstorder_Entropy,0.26558865946609794,0.19598676291703584,140,0.2344283659314968,0.16720596175680544,180
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,0.3728754811133539,0.1209243973889315,449,0.36252060754400856,0.11999266493892188,543
wavelet-LLH_glszm_GrayLevelVariance,0.3728754811133539,0.12092439738893153,449,0.3625206075440086,0.11999266493892191,543
wavelet-LLL_glcm_ClusterProminence,0.2059804441096304,0.4629737851828098,47,0.12943398856562513,0.11870938616063355,61
wavelet-LLH_glszm_LargeAreaEmphasis,0.2798189416675462,0.13826962496039874,235,0.26078367476062464,0.13770707002464175,346
wavelet-LLH_glcm_SumEntropy,0.27745350200011143,0.1972447858264708,167,0.24372780080843323,0.1688431109283729,198
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.25546097274464924,0.08886287140206064,235,0.23649443911757143,0.09283989619306718,347
wavelet-LLH_firstorder_10Percentile,0.2699033460917439,0.2752700322496264,145,0.21115080669613265,0.13593817322744933,198
wavelet-LLL_glrlm_GrayLevelNonUniformity,0.177689087739603,0.06779350858599777,96,0.14917181179663416,0.052547369986290886,125
wavelet-LLH_glcm_MaximumProbability,0.3001192332912823,0.21660272240563053,192,0.2626917283437876,0.17782295150505587,259
wavelet-HLH_firstorder_Mean,0.2361420780960748,0.11622526586207417,154,0.21943119332367814,0.11536727280165719,238
wavelet-LLL_ngtdm_Complexity,0.1672358463159823,0.22576267435231268,53,0.11572349073134852,0.05191035675696322,75
wavelet-LLL_ngtdm_Contrast,0.14747705099221756,0.05063802059240064,74,0.12350328457758691,0.029933542480934834,99
original_glszm_ZoneVariance,0.2063923737359474,0.0859958045115148,140,0.11389378679530328,0.07439599912060767,59
wavelet-LLL_gldm_GrayLevelNonUniformity,0.17226697803136332,0.05700148028092422,90,0.14245287079858973,0.051550452478867734,120
wavelet-LLL_glcm_SumEntropy,0.2513660309544019,0.10731531613682316,223,0.20870584024515898,0.06826493565927647,244
wavelet-LLH_glrlm_RunLengthNonUniformity,0.15349426083156892,0.07075071695430456,73,0.13930686386954644,0.05610807308202639,115
wavelet-LLH_glszm_ZoneVariance,0.28117195718830396,0.11167902755630134,227,0.2600607203783502,0.10528745480947475,315
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.2400853509593223,0.08529019990757647,207,0.2215154042382633,0.09090335530160465,297
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,0.29031603137751233,0.19164612740787584,216,0.26862559676700287,0.14895072879413893,320
wavelet-LLH_glcm_JointEnergy,0.28915465939313595,0.21057037746342916,177,0.2513590529267195,0.17662689828310518,192
wavelet-LLH_glcm_DifferenceEntropy,0.2965201869534909,0.17367942008103626,220,0.2640604481149462,0.15392392809608998,239
wavelet-LHL_glcm_Autocorrelation,0.31711360820260837,0.23944886502573845,236,0.28964726090880305,0.17476722514644508,344
wavelet-LLH_glcm_DifferenceVariance,0.3045852099190581,0.1907731576919652,209,0.26915805895667727,0.16398704338310965,225
wavelet-LLH_glcm_JointEntropy,0.2856850273310137,0.19635552439232293,174,0.24922587969967291,0.1676205713654667,196
wavelet-HLL_firstorder_Skewness,0.24524589057599758,0.12289571476606938,180,0.18968935024929656,0.0704972335610152,213
wavelet-HLL_glcm_Autocorrelation,0.3358106638776591,0.5026226690250327,163,0.27642520566517764,0.2619706845114768,248
wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.2539875414148798,0.11795849674881696,169,0.22885406005677691,0.07613318130194717,314
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,0.35276885115415374,0.5615059857881468,169,0.27700650521189957,0.2646213980573283,234
wavelet-HLL_gldm_HighGrayLevelEmphasis,0.35240602457445547,0.5591339662731317,171,0.27675596150718706,0.2640240675104275,235
wavelet-HLL_glszm_HighGrayLevelZoneEmphasis,0.3550313950148169,0.5695617754378153,172,0.27883641147530075,0.2673078946811605,240
wavelet-LHL_gldm_HighGrayLevelEmphasis,0.32900936991394597,0.2631512661267153,242,0.2896754145681013,0.17755023472856238,339
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.3285318955432099,0.2617593531426266,238,0.28975093541055236,0.17736270490265035,341
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis,0.3626427823206138,0.587854203385709,167,0.28110109132205535,0.2739071288974323,239
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,0.32779097612190833,0.25700555487040466,230,0.2907745208713409,0.17696336171817478,347
wavelet-LLL_glrlm_RunEntropy,0.2940361099322901,0.22249110251058535,232,0.24384689908665724,0.07515905091497496,312
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.31458105793478425,0.440641911907468,162,0.2608064291172709,0.21691462984587276,244
wavelet-LHL_glcm_JointAverage,0.3056899934713344,0.19043458351962544,248,0.27644780307834393,0.13863962861052928,349
wavelet-HHL_firstorder_Skewness,0.25786355236752845,0.0767135248713144,197,0.2167018497283327,0.07175832465764735,289
wavelet-LLL_firstorder_InterquartileRange,0.1975645127382937,0.08342542677357953,115,0.1742803625122183,0.06605906262394401,177
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.2736937258778642,0.1795070981114833,144,0.25320728633483475,0.1639242994967818,230
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.37975858800162415,0.14663969910996913,399,0.3913126314019689,0.15083126911002212,525
wavelet-HLH_gldm_GrayLevelNonUniformity,0.2208231634936754,0.1471145834031425,119,0.1616120193660373,0.08429560093713277,128
wavelet-LHL_firstorder_Skewness,0.26232117463336424,0.11498783142120499,240,0.20719627527463963,0.07836975017315176,267
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.3287060867939676,0.14138244875057393,312,0.3133089429817925,0.15279474946977123,440
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.34096335963510027,0.28447745597317947,248,0.29606471186717925,0.18547711908908043,349
wavelet-LLH_gldm_DependenceNonUniformity,0.24151809491664852,0.0919708165630488,226,0.2261582452984996,0.08973127798855078,276
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.3874697944756647,0.6487960688503165,176,0.29314602437874115,0.2911218400032255,257
wavelet-LLH_glszm_GrayLevelNonUniformity,0.42115504145345256,0.17093200137337786,464,0.3945937742636591,0.14466165288460245,541
wavelet-LLL_firstorder_Entropy,0.24839081237721466,0.10730268549006099,203,0.20241503489141333,0.0713625905218728,259
wavelet-HLL_glcm_JointAverage,0.2894318753715641,0.29217781281627564,148,0.24270521739594142,0.15539302229468527,259
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.2574219993028645,0.12097058841734401,193,0.23553515719555346,0.08286621413172013,291
wavelet-LLL_glcm_Idmn,0.17140128851694456,0.07795775309196043,80,0.16285635563278233,0.06282280954777412,156
wavelet-LLH_ngtdm_Contrast,0.35777112182862586,0.32136416269944895,231,0.30487023942116204,0.24014619325488373,278
wavelet-LHL_firstorder_Minimum,0.3062217518448192,0.1828770006010448,230,0.27593189595979434,0.13281136397460663,327
wavelet-HLL_glcm_Imc2,0.14914455225336298,0.08422271947852995,69,0.06711019523795428,0.020555771949853394,26
wavelet-LLL_ngtdm_Strength,0.23941029689086546,0.17921093820459721,149,0.21042937734962847,0.09243401108559289,227
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.18794470152974532,0.11808157112204601,97,0.17472810302091868,0.12240412654699699,147
wavelet-LLH_glcm_Idn,0.31890373147947537,0.19597825580032857,233,0.28215755120216196,0.16434329749644921,298
wavelet-LLH_glcm_Idm,0.31890373147947504,0.19597825580032793,231,0.2821575512021617,0.1643432974964486,296
wavelet-LLH_glcm_Id,0.31890373147947504,0.19597825580032793,231,0.2821575512021617,0.1643432974964486,296
wavelet-LLH_glcm_Contrast,0.3189037314794751,0.19597825580032804,232,0.28215755120216174,0.16434329749644871,297
wavelet-LLH_glcm_DifferenceAverage,0.3189037314794751,0.19597825580032804,232,0.28215755120216174,0.16434329749644871,297
wavelet-LLH_glcm_InverseVariance,0.3189037314794751,0.19597825580032804,232,0.28215755120216174,0.16434329749644871,297
wavelet-LLH_glcm_Idmn,0.3189037314794756,0.19597825580032915,234,0.28215755120216224,0.1643432974964501,297
wavelet-HHH_glszm_LargeAreaEmphasis,0.41005979150091537,0.16843373095472222,417,0.4193330078844692,0.16982704739932553,579
wavelet-LLL_glcm_Idn,0.1859044058819439,0.1057938630607537,104,0.14901051018729294,0.05937358070035814,125
wavelet-LLH_ngtdm_Complexity,0.32273232891156745,0.19860443081389645,248,0.28587245085843693,0.16720246396197141,311
wavelet-LHL_ngtdm_Busyness,0.34134606120635685,0.13736744840046547,394,0.3213645631636831,0.13010340437546786,460
wavelet-HLL_ngtdm_Strength,0.28716845992448736,0.32792748557365026,133,0.23417007766532466,0.1475834085346186,221
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,0.2793808311914818,0.15488931822955937,238,0.23248384049810977,0.0708208062941724,318
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.36365963725930145,0.31654373426127796,257,0.30960747901780883,0.1974328179560123,369
wavelet-HLL_firstorder_Minimum,0.31432070991537836,0.3046999376948298,174,0.25927470121847984,0.15470891460976843,290
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.34171749496439074,0.19559301414157182,286,0.33124191280002396,0.2026319550478628,424
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.4262755498535801,0.745298699721736,188,0.3072356373166913,0.319699264098647,285
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.25443102422217206,0.0847166673779452,217,0.21271890270757343,0.07569490084018313,272
wavelet-HLL_glszm_ZoneVariance,0.22867849880169497,0.08476810715714356,157,0.17137835384474076,0.09394655060501755,169
wavelet-LLL_glszm_GrayLevelNonUniformity,0.27239855108154293,0.2584483650748285,203,0.23870427195493535,0.11774615677397586,301
original_firstorder_90Percentile,0.19493452832792246,0.13349747519285438,115,0.12094283176459031,0.043283555674324625,93
wavelet-LLL_firstorder_Uniformity,0.25290312547179417,0.07613455119354447,209,0.21290059641130793,0.07738676908640034,275
original_glszm_LargeAreaEmphasis,0.2304214476085627,0.08402273006172911,156,0.11587160588537282,0.06770660421006951,61
wavelet-HLL_firstorder_Median,0.2600741711588419,0.1641837853134689,169,0.25503391327466096,0.17086983815145532,276
wavelet-LLH_firstorder_Variance,0.27952912231720267,0.10132629414118344,227,0.2562873402662096,0.07283847394897316,373
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.297241581303437,0.10100396404095457,302,0.2894580205830179,0.1020445003757653,412
wavelet-LLH_glrlm_GrayLevelVariance,0.28380639985416023,0.1790175598191888,172,0.2550447776115874,0.15645204721537856,274
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.28380639985416023,0.17901755981918882,171,0.2550447776115874,0.1564520472153786,275
wavelet-LHL_glszm_ZoneVariance,0.24353488536956083,0.08374693235677122,214,0.17681861538072963,0.09089309453967981,175
wavelet-LHH_glrlm_GrayLevelNonUniformity,0.26623561845190796,0.08973618456411331,224,0.2011871191704741,0.0770056031521185,213
wavelet-HLL_gldm_GrayLevelNonUniformity,0.17138580861971428,0.06228129900697973,94,0.07929132555365288,0.022859069997904557,38
wavelet-HLH_glrlm_GrayLevelNonUniformity,0.27490625820786235,0.10261665961270977,216,0.20484692345062286,0.08741328992204746,217
wavelet-LHH_ngtdm_Coarseness,0.24685786905556553,0.06268575779400379,200,0.18316440470660755,0.06657557491893014,186
wavelet-LLL_firstorder_Maximum,0.2619166015068368,0.2994523540572265,114,0.20009516278323636,0.15540700370345492,183
wavelet-HLL_firstorder_Range,0.3447252859065123,0.40225464965052465,193,0.26732357898903425,0.15126626926011963,319
wavelet-LHH_ngtdm_Strength,0.24689890929529135,0.06271648908933648,197,0.18372962711847615,0.06604914865722844,192
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.27368263229081974,0.09091649902323794,228,0.24926996962439285,0.08578061440858244,312
wavelet-HLL_glcm_ClusterProminence,0.677210725744789,2.1473923234853682,142,0.38585707796308705,0.8402893299799786,215
wavelet-HLL_glrlm_GrayLevelNonUniformity,0.17732301984484272,0.07829765642905559,92,0.08352485281331022,0.021441874222453583,43
wavelet-LLH_ngtdm_Strength,0.3042383291781936,0.12566487751639988,267,0.2858231222828613,0.12552101497182688,356
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.30559445529191975,0.13109350721119173,258,0.2682435272644118,0.1096532965699096,319
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.42136746318871005,0.4354289765472505,300,0.33278230626816635,0.22958913282337648,388
wavelet-LLL_glcm_Id,0.20660802519060276,0.08711815135598068,120,0.13001041261980617,0.037778761051222236,105
wavelet-LLL_firstorder_Kurtosis,0.17332865973064432,0.0635289519134241,81,0.14049511467244577,0.04613507370514291,119
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.32401199568230277,0.12683472823129627,306,0.29748811547367443,0.10848525094003542,425
wavelet-LLH_glszm_ZonePercentage,0.3936702151135879,0.14688721270248067,415,0.36427270156321206,0.1225617546987443,493
wavelet-LLL_firstorder_Skewness,0.20987122020057575,0.09297550138924585,122,0.1555773082501979,0.05994280718000912,123
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.468610153899478,0.2119282318413391,498,0.4766475357423865,0.20928853136506456,635
wavelet-HLH_ngtdm_Strength,0.2439618818737392,0.05982101933170442,193,0.17528189310220355,0.06228451340166356,173
wavelet-HLH_gldm_DependenceNonUniformity,0.389492054833274,0.1709674317153362,407,0.330657451933541,0.13466945277301162,457
wavelet-LLH_gldm_DependenceVariance,0.2819150709477758,0.1329849754119642,271,0.26327993365881736,0.11871539085717808,340
wavelet-LLH_gldm_SmallDependenceEmphasis,0.3646785657028173,0.12810258911365688,360,0.35303359793035416,0.11759812856343474,483
wavelet-HLH_ngtdm_Coarseness,0.24466311921244435,0.05796902696576705,191,0.1743926021934171,0.06061057410530918,174
wavelet-HHL_glszm_ZoneVariance,0.2041433955290065,0.08497885172746708,184,0.14432417331124758,0.086676615327504,133
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.23982364243515916,0.09610457211954536,166,0.2133929110066556,0.06898542956076993,259
wavelet-LLL_gldm_DependenceEntropy,0.3684007941414819,0.1571642129384631,341,0.3447318662662868,0.10000470633820456,489
wavelet-LLL_glszm_ZoneEntropy,0.370110926601535,0.15277940040541058,392,0.35325736046245854,0.10424449346652215,542
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.26873369201284275,0.1515439185814483,195,0.239796920124828,0.09816769088472035,289
wavelet-LLL_glrlm_RunLengthNonUniformity,0.23797627322128082,0.25143119114955303,120,0.16837794276138002,0.07773246373041927,172
wavelet-HLL_glcm_ClusterShade,0.3606857639531581,0.5218338451697127,190,0.35063473986550464,0.5216268000534882,358
wavelet-LLH_firstorder_InterquartileRange,0.2798458713091592,0.12162067293200299,217,0.2582697265084543,0.08584936413344935,350
wavelet-LHL_glcm_Imc2,0.18698649540574025,0.0950139131708026,101,0.09006150314733981,0.04327520255466141,43
wavelet-HLL_glcm_Imc1,0.2139294734204711,0.18389917466540293,87,0.11894120405376325,0.04668034010674498,72
